timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T10:11:10.601369,gemini-3-flash-preview,set1,Product containing only bendroflumethiazide and potassium chloride,Product containing only bendroflumethiazide and potassium chloride (medicinal product),medicinal product,Fully defined,Product containing bendroflumethiazide (medicinal product)|Product containing potassium chloride (medicinal product)|Product containing bendroflumethiazide and potassium (medicinal product),Product containing thiazide (medicinal product)|Product containing potassium (medicinal product)|Product containing thiazide and potassium (medicinal product)|Diuretic (product)|Electrolyte (product),Bendroflumethiazide 2.5 mg and potassium chloride 630 mg tablet (product)|Bendroflumethiazide and potassium chloride tablet (product),Product containing bendroflumethiazide and nadolol (medicinal product)|Product containing bendroflumethiazide and rauwolfia (medicinal product)|Product containing bendroflumethiazide and reserpine (medicinal product)|Product containing potassium chloride and sodium chloride (medicinal product)|Product containing potassium chloride and glucose (medicinal product)
2026-03-05T10:11:20.660469,gemini-3-flash-preview,set1,Transmission-based precautions,Transmission-based precautions (procedure),procedure,Primitive,Isolation procedures (procedure),Infection control procedure (procedure),Airborne precautions (procedure)|Contact precautions (procedure)|Droplet precautions (procedure),Barrier nursing (procedure)|Cohorting (procedure)|Isolation for source of infection (procedure)|Protective isolation (procedure)|Reverse isolation (procedure)
2026-03-05T10:11:32.235913,gemini-3-flash-preview,set1,Tooth disorder,Tooth disorder (disorder),disorder,Primitive,Disorder of oral cavity (disorder)|Dental finding (finding),Disorder of digestive organ (disorder)|Mouth finding (finding),Dental caries (disorder)|Pulpitis (disorder)|Impacted tooth (disorder)|Tooth fracture (disorder)|Tooth erosion (disorder)|Tooth attrition (disorder)|Developmental anomaly of tooth (disorder),Disorder of gingiva (disorder)|Disorder of tongue (disorder)|Disorder of salivary gland (disorder)|Disorder of oral mucosa (disorder)|Finding of dental occlusion (finding)
2026-03-05T10:11:41.463789,gemini-3-flash-preview,set1,Physical,Physical (qualifier value),qualifier value,Primitive,Nature of entity (qualifier value),Qualifiers (qualifier value),Structural (qualifier value)|Mechanical (qualifier value)|Acoustic (qualifier value)|Thermal (qualifier value)|Electrical (qualifier value)|Magnetic (qualifier value)|Radiological (qualifier value)|Visible (qualifier value),Biological (qualifier value)|Chemical (qualifier value)|Psychological (qualifier value)|Social (qualifier value)
2026-03-05T10:11:54.345951,gemini-3-flash-preview,set1,Dislocation of ear ossicles,Dislocation of ear ossicles (disorder),disorder,Fully defined,Dislocation of joint (disorder)|Injury of middle ear (disorder),Disarticulation (disorder)|Injury of ear (disorder)|Middle ear structure finding (finding)|Traumatic injury of skeletal muscle and/or joint (disorder),Dislocation of incudomalleolar joint (disorder)|Dislocation of incudostapedial joint (disorder)|Traumatic dislocation of ear ossicles (disorder),Blast injury of middle ear (disorder)|Dislocation of ankle joint (disorder)|Dislocation of hip joint (disorder)|Dislocation of shoulder joint (disorder)|Hemotympanum (disorder)|Rupture of tympanic membrane (disorder)
2026-03-05T10:12:15.353756,gemini-3-flash-preview,set1,Fracture dislocation of symphysis pubis,Fracture dislocation of symphysis pubis (disorder),disorder,Primitive,Dislocation of symphysis pubis (disorder)|Fracture dislocation of pelvic joint (disorder)|Fracture of pubis (disorder),Fracture of pelvic bone (disorder)|Fracture of pelvic ring (disorder)|Injury of pelvic joint (disorder)|Traumatic dislocation of pelvic joint (disorder),Closed fracture dislocation of symphysis pubis (disorder)|Open fracture dislocation of symphysis pubis (disorder),Closed fracture of pubis (disorder)|Fracture dislocation of sacroiliac joint (disorder)|Open fracture of pubis (disorder)|Traumatic dislocation of symphysis pubis (disorder)
2026-03-05T10:12:23.472868,gemini-3-flash-preview,set1,Tache noire of sclera of left eye,Tache noire of sclera of left eye (disorder),disorder,Fully defined,Disorder of sclera of left eye (disorder)|Tache noire of sclera (disorder),Degeneration of sclera (disorder)|Disease of left eye (disorder)|Disorder of sclera (disorder),None,Senile plaque of sclera of left eye (disorder)|Scleral ectasia of left eye (disorder)|Staphyloma of left eye (disorder)|Tache noire of sclera of right eye (disorder)
2026-03-05T10:12:31.285934,gemini-3-flash-preview,set1,"Volatile inhalant dependence, episodic","Volatile inhalant dependence, episodic (disorder)",disorder,Primitive,Episodic drug dependence (disorder)|Volatile inhalant dependence (disorder),Drug dependence (disorder)|Inhalant dependence (disorder),None,"Volatile inhalant dependence, continuous (disorder)|Volatile inhalant dependence, in remission (disorder)|Cannabis dependence, episodic (disorder)|Cocaine dependence, episodic (disorder)|Opioid dependence, episodic (disorder)|Sedative, hypnotic OR anxiolytic dependence, episodic (disorder)|Amphetamine or related acting sympathomimetic dependence, episodic (disorder)|Hallucinogen dependence, episodic (disorder)"
2026-03-05T10:12:51.419224,gemini-3-flash-preview,set1,Decreased N-3 fatty acid diet,Decreased N-3 fatty acid diet (regimen/therapy),regimen/therapy,Primitive,Low omega-3 polyunsaturated fatty acid diet (regimen/therapy),Low polyunsaturated fatty acid diet (regimen/therapy),None,None
2026-03-05T10:13:03.525103,gemini-3-flash-preview,set1,Carbapenemase-producing Lelliottia amnigena,Carbapenemase-producing Lelliottia amnigena (organism),(organism),Fully defined,Carbapenemase-producing Enterobacterales (organism)|Lelliottia amnigena (organism),Carbapenem-resistant Enterobacterales (organism)|Enterobacterales (organism)|Lelliottia (organism)|Organism producing carbapenemase (organism),(None),Carbapenemase-producing Citrobacter freundii (organism)|Carbapenemase-producing Enterobacter cloacae (organism)|Carbapenemase-producing Escherichia coli (organism)|Carbapenemase-producing Klebsiella aerogenes (organism)|Carbapenemase-producing Klebsiella oxytoca (organism)|Carbapenemase-producing Klebsiella pneumoniae (organism)|Carbapenemase-producing Proteus mirabilis (organism)
2026-03-05T10:13:18.049237,gemini-3-flash-preview,set1,Polychromatophilic erythroblast,Polychromatophilic erythroblast (cell),cell,Primitive,Erythroblast (cell),Nucleated red blood cell (cell),None,Basophilic erythroblast (cell)|Orthochromatic erythroblast (cell)|Proerythroblast (cell)
2026-03-05T10:13:24.133945,gemini-3-flash-preview,set1,Fuller's earth dust,Fuller's earth dust (substance),substance,Primitive,Fuller's earth (substance)|Mineral dust (substance),Clay (substance)|Dust (substance)|Mineral (substance),None,Asbestos dust (substance)|Coal dust (substance)|Silica dust (substance)|Talc dust (substance)|Cement dust (substance)
2026-03-05T10:13:38.775366,gemini-3-flash-preview,set1,Stress fracture of sacrum,Stress fracture of sacrum (disorder),disorder,Fully defined,Fracture of sacrum (disorder)|Stress fracture of pelvis (disorder),Fracture of pelvic ring (disorder)|Fracture of pelvis (disorder)|Fracture of vertebral column (disorder)|Injury of sacrum (disorder)|Stress fracture of bone (disorder),None,Closed fracture of sacrum (disorder)|Open fracture of sacrum (disorder)|Stress fracture of ilium (disorder)|Stress fracture of pubis (disorder)
2026-03-05T10:13:48.400891,gemini-3-flash-preview,set1,Poor self-esteem,Poor self-esteem (finding),finding,Primitive,Feeling of self-worth (finding),"Self-concept finding (finding)|Mental state, behavior and/or socio-economic finding (finding)",Low self-esteem (finding)|Negative self-image (finding),Appropriate self-worth (finding)|Exaggerated self-worth (finding)
2026-03-05T10:14:00.774021,gemini-3-flash-preview,set1,Bathrocephaly,Bathrocephaly (disorder),disorder,Primitive,Deformity of skull (disorder),Bone deformity of head and neck (disorder)|Deformity of head (disorder)|Finding of skull (finding),(None),Acrocephaly (disorder)|Brachycephaly (disorder)|Dolichocephaly (disorder)|Flat occiput (finding)|Leptocephaly (disorder)|Orthocephaly (disorder)|Oxycephaly (disorder)|Plagiocephaly (disorder)|Platycephaly (disorder)|Scaphocephaly (disorder)|Trigonocephaly (disorder)|Turricephaly (disorder)
2026-03-05T10:14:09.494033,gemini-3-flash-preview,set1,Snuff user,Snuff user (person),person,Primitive,Smokeless tobacco user (person),Tobacco user (person),Daily snuff user (person)|Occasional snuff user (person),Betel quid with tobacco user (person)|Chewing tobacco user (person)|Gutka user (person)|Toombak user (person)
2026-03-05T10:14:24.976396,gemini-3-flash-preview,set1,Generalized onset motor epileptic seizure,Generalized onset motor epileptic seizure (finding),finding,Fully defined,Generalized onset seizure (finding)|Motor seizure (finding),Epileptic seizure (finding)|Seizure (finding)|Neurological finding (finding),Tonic-clonic seizure (finding)|Tonic seizure (finding)|Clonic seizure (finding)|Myoclonic seizure (finding)|Atonic seizure (finding)|Epileptic spasms (finding)|Myoclonic-atonic seizure (finding)|Myoclonic-tonic-clonic seizure (finding),Generalized onset non-motor epileptic seizure (finding)|Focal motor seizure (finding)
2026-03-05T10:14:40.768564,gemini-3-flash-preview,set1,Allergy treatment changed,Allergy treatment changed (situation),situation,Primitive,Drug therapy changed (situation),Drug therapy status (situation),None,Anticoagulant therapy changed (situation)|Antidepressant therapy changed (situation)|Antidiabetic therapy changed (situation)|Antiepileptic therapy changed (situation)|Antihypertensive therapy changed (situation)|Asthma treatment changed (situation)|Hormone replacement therapy changed (situation)|Lipid-lowering therapy changed (situation)
2026-03-05T10:14:57.409228,gemini-3-flash-preview,set1,Erosion of pacemaker pocket due to and following implantation of cardiac pacemaker,Erosion of pacemaker pocket due to and following implantation of cardiac pacemaker (disorder),disorder,Fully defined,Complication of cardiac pacemaker (disorder)|Mechanical complication of cardiac electronic device (disorder),Complication of cardiac electronic device (disorder)|Complication of heart procedure (disorder)|Mechanical complication of implanted cardiac device (disorder),None,Breakdown of cardiac pacemaker (disorder)|Displacement of cardiac pacemaker (disorder)|Leakage of cardiac pacemaker (disorder)|Malfunction of cardiac pacemaker (disorder)|Mechanical complication of cardiac pacemaker electrode (disorder)|Mechanical complication of cardiac pacemaker pulse generator (disorder)|Perforation of heart by cardiac pacemaker (disorder)|Protrusion of cardiac pacemaker (disorder)
2026-03-05T10:15:07.453987,gemini-3-flash-preview,set1,Head lifting exercise,Head lifting exercise (regime/therapy),regime/therapy,Primitive,Neck exercise (regime/therapy),Muscle strengthening exercise (regime/therapy)|Spine exercise (regime/therapy),Shaker exercise (regime/therapy),Cervical spine stabilization exercise (regime/therapy)|Neck isometric exercise (regime/therapy)|Neck range of motion exercise (regime/therapy)
2026-03-05T10:15:15.522865,gemini-3-flash-preview,set1,Entire corpus penis,Entire corpus penis (body structure),body structure,Primitive,Entire penis (body structure),Entire male external genital organ (body structure),Entire corpus cavernosum penis (body structure)|Entire corpus spongiosum penis (body structure),Entire fascia of penis (body structure)|Entire glans penis (body structure)|Entire prepuce (body structure)|Entire skin of penis (body structure)
2026-03-05T10:15:24.571409,gemini-3-flash-preview,set1,Oligopus diagrammus,Oligopus diagrammus (organism),organism,Primitive,Genus Oligopus (organism),Family Bythitidae (organism),None,Oligopus ater (organism)
2026-03-05T10:15:35.161710,gemini-3-flash-preview,set1,Deficiency of ribose-5-phosphate isomerase,Ribose-5-phosphate isomerase deficiency (disorder),(disorder),Fully defined,Disorder of pentose phosphate pathway (disorder)|Rare inborn error of metabolism (disorder),Inborn error of carbohydrate metabolism (disorder)|Rare disease (disorder)|Inborn error of metabolism (disorder),None,6-phosphogluconate dehydrogenase deficiency (disorder)|Glucose-6-phosphate dehydrogenase deficiency (disorder)|Pentosuria (disorder)|Transaldolase deficiency (disorder)
2026-03-05T10:15:49.335801,gemini-3-flash-preview,set1,Progestogen overdose,Progestogen overdose (disorder),disorder,Primitive,Overdose of hormone (disorder),Overdose of medicinal product (disorder)|Poisoning by hormone (disorder),Progesterone overdose (disorder),Overdose of androgen (disorder)|Overdose of corticosteroid (disorder)|Overdose of estrogen (disorder)|Overdose of hormone antagonist (disorder)|Overdose of insulin (disorder)|Overdose of thyroid hormone (disorder)
